Time,Rain(mm),Out(mm),Out(cms)
       0.0,       10.0800,        0.0000,        0.0000
       1.0,       10.0800,        3.3552,        7.2258
       2.0,       10.0800,        7.5947,       16.3562
       3.0,       10.0800,        9.6718,       20.8294
       4.0,       10.0800,       10.0673,       21.6812
       5.0,       10.8000,       10.0603,       21.6661
       6.0,       10.8000,       10.4127,       22.4252
       7.0,       10.8000,       10.6644,       22.9671
       8.0,       10.8000,       10.7572,       23.1669
       9.0,       10.8000,       10.7701,       23.1948
      10.0,       11.6400,       10.7688,       23.1920
      11.0,       11.6400,       11.1974,       24.1151
      12.0,       11.6400,       11.4899,       24.7451
      13.0,       11.6400,       11.5943,       24.9699
      14.0,       11.6400,       11.6081,       24.9995
      15.0,       12.8400,       11.6066,       24.9963
      16.0,       12.8400,       12.2289,       26.3364
      17.0,       12.8400,       12.6466,       27.2361
      18.0,       12.8400,       12.7902,       27.5453
      19.0,       12.8400,       12.8074,       27.5824
      20.0,       14.1600,       12.8055,       27.5783
      21.0,       14.1600,       13.5029,       29.0802
      22.0,       14.1600,       13.9610,       30.0668
      23.0,       14.1600,       14.1118,       30.3916
      24.0,       14.1600,       14.1277,       30.4259
      25.0,       15.9600,       14.1255,       30.4211
      26.0,       15.9600,       15.0950,       32.5089
      27.0,       15.9600,       15.7168,       33.8482
      28.0,       15.9600,       15.9114,       34.2673
      29.0,       15.9600,       15.9279,       34.3028
      30.0,       18.2400,       15.9241,       34.2947
      31.0,       18.2400,       17.1791,       36.9974
      32.0,       18.2400,       17.9613,       38.6820
      33.0,       18.2400,       18.1911,       39.1768
      34.0,       18.2400,       18.2055,       39.2078
      35.0,       21.6000,       18.2003,       39.1966
      36.0,       21.6000,       20.0976,       43.2827
      37.0,       21.6000,       21.2406,       45.7443
      38.0,       21.6000,       21.5503,       46.4114
      39.0,       21.6000,       21.5617,       46.4360
      40.0,       26.7600,       21.5541,       46.4194
      41.0,       26.7600,       24.5622,       52.8979
      42.0,       26.7600,       26.2953,       56.6303
      43.0,       26.7600,       26.7165,       57.5374
      44.0,       26.7600,       26.7190,       57.5428
      45.0,       36.0000,       26.7095,       57.5224
      46.0,       36.0001,       32.3203,       69.6058
      47.0,       36.0000,       35.3598,       76.1518
