COOPID,WBANID,Prelim,year,month,day,Tmax,Tmin,Tobs,Tmean,Cdd,Hdd,Prcp,Flag,Snow,Flag,Snwd,meanTmean,meanTmax,meanTmin,highTmax,lowTmin,sumCdd,sumHdd,sumprcp,sumsnow
056323,99999, ,1999,01,1,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,2,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,3,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,4,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,5,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,6,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,7,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,8,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,9,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,10,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,11,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,12,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,13,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,14,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,15,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,16,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,17,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,18,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,19,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,20,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,21,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,22,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,23,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,24,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,25,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,26,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,27,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,28,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,01,29,46,13,29,30,0,35,0, ,0, ,T
056323,99999, ,1999,01,30,42,24,32,33,0,32,0, ,0, ,T
056323,99999, ,1999,01,31,55,23,25,39,0,26,0, ,0, ,T, , , ,55,13, , , , 

056323,99999, ,1999,02,1,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,02,2,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,02,3,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,02,4,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,02,5,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,02,6,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,02,7,67,26,40,47,0,18,0, ,0, ,0
056323,99999, ,1999,02,8,69,30,30,50,0,15,0, ,0, ,0
056323,99999, ,1999,02,9,66,27,52,47,0,18,0, ,0, ,0
056323,99999, ,1999,02,10,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,02,11,27,8,9,18,0,47,0, ,0, ,0
056323,99999, ,1999,02,12,55,5,24,30,0,35,0, ,0, ,0
056323,99999, ,1999,02,13,67,20,33,44,0,21,0, ,0, ,0
056323,99999, ,1999,02,14,67,31,33,49,0,16,0, ,0, ,0
056323,99999, ,1999,02,15,99999,99999,99999,99999,99999,99999,999.99,null,9999.9,null,99999
056323,99999, ,1999,02,16,49,12,29,31,0,34,0, ,0, ,0
056323,99999, ,1999,02,17,52,21,32,37,0,28,0, ,0, ,0
056323,99999, ,1999,02,18,46,99999,99999,99999,99999,99999,0, ,0, ,0
056323,99999, ,1999,02,19,55,27,27,41,0,24,0, ,0, ,0
056323,99999, ,1999,02,20,45,14,19,30,0,35,0, ,0, ,0
